ID,Expression
8551,( == ( * ( / ( * v0 -21 ) 7 ) 7 ) ( * v0 -21 ) )
8552,( == ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 128 ) 1 ) ( + ( / ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 128 ) 1 ) )
8553,( == ( + ( * v0 36 ) ( + ( * v1 127 ) ( + v2 v3 ) ) ) ( + ( * v0 36 ) ( + ( * v1 127 ) ( + v2 v3 ) ) ) )
8554,( == ( min ( * ( + ( * ( + ( * v0 3 ) ( + ( * v1 76 ) v2 ) ) 2 ) v3 ) 4 ) ( + ( * ( min ( + ( * v0 3 ) ( + ( * v1 76 ) v2 ) ) ( + v4 10 ) ) 8 ) 24 ) ) ( min ( * ( + ( * ( + ( * v0 3 ) ( + ( * v1 76 ) v2 ) ) 2 ) v3 ) 4 ) ( + ( * ( min ( + ( * v0 3 ) ( + ( * v1 76 ) v2 ) ) ( + v4 10 ) ) 8 ) 24 ) ) )
8555,( == ( + ( max ( min ( * ( / v0 32 ) 32 ) 2044 ) 45 ) ( * v1 504 ) ) ( + ( max ( min ( * ( / v0 32 ) 32 ) 2044 ) 45 ) ( * v1 504 ) ) )
8556,( == ( max ( min ( - 0 ( min ( / v0 8 ) 0 ) ) ( + ( / ( min ( - ( - ( / ( - ( + v1 v2 ) 1 ) 8 ) ( * v3 16 ) ) ( / v2 8 ) ) 15 ) 8 ) 1 ) ) ( + ( / ( min ( - ( - ( / ( - ( + v1 v2 ) 1 ) 8 ) ( * v3 16 ) ) ( / v2 8 ) ) ( - ( - ( min v4 250 ) v0 ) 8 ) ) 8 ) 1 ) ) ( max ( min ( - 0 ( min ( / v0 8 ) 0 ) ) ( + ( / ( min ( - ( - ( / ( - ( + v1 v2 ) 1 ) 8 ) ( * v3 16 ) ) ( / v2 8 ) ) 15 ) 8 ) 1 ) ) ( + ( / ( min ( - ( - ( / ( - ( + v1 v2 ) 1 ) 8 ) ( * v3 16 ) ) ( / v2 8 ) ) ( - ( - ( min v4 250 ) v0 ) 8 ) ) 8 ) 1 ) ) )
8557,( == ( min ( / ( + ( + v0 v1 ) 180 ) 8 ) ( - v2 2 ) ) ( min ( / ( + ( + v0 v1 ) 180 ) 8 ) ( - v2 2 ) ) )
8558,( == ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( + ( * ( + ( * v0 16 ) v1 ) 4 ) ( + ( * v3 252 ) v4 ) ) ) ) ( min ( - 251 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( + ( * ( + ( * v0 16 ) v1 ) 4 ) ( + ( * v3 252 ) v4 ) ) ) ) )
8559,( == ( max ( min ( max ( / ( + ( - v0 ( * v1 8 ) ) 51 ) 32 ) 0 ) ( + ( / ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 4 ) 6 ) ) ( + ( min ( min ( / ( - ( - ( + v4 v0 ) ( * v1 8 ) ) 14 ) 32 ) ( / ( + ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 17 ) 4 ) ) ( + ( / ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 4 ) 5 ) ) 1 ) ) ( max ( min ( max ( / ( + ( - v0 ( * v1 8 ) ) 51 ) 32 ) 0 ) ( + ( / ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 4 ) 6 ) ) ( + ( min ( min ( / ( - ( - ( + v4 v0 ) ( * v1 8 ) ) 14 ) 32 ) ( / ( + ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 17 ) 4 ) ) ( + ( / ( - ( max ( * ( / ( - ( + v2 v3 ) 1 ) 65 ) 8 ) 239 ) v1 ) 4 ) 5 ) ) 1 ) ) )
8560,( == ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 128 ) 1 ) ( + ( / ( - ( max ( min ( / ( + ( + v0 v1 ) 7 ) 8 ) 249 ) 0 ) ( max ( min ( / v1 8 ) 249 ) 0 ) ) 128 ) 1 ) )
8561,( == ( - ( max ( min v0 999 ) 0 ) ( + ( * v1 2 ) v2 ) ) ( - ( max ( min v0 999 ) 0 ) ( + ( * v1 2 ) v2 ) ) )
8562,( == ( min ( + ( + ( * v0 500 ) ( + ( * v1 1000 ) v2 ) ) 500 ) ( + v3 v2 ) ) ( min ( + ( + ( * v0 500 ) ( + ( * v1 1000 ) v2 ) ) 500 ) ( + v3 v2 ) ) )
8563,( != ( / ( + v0 81 ) 66 ) 0 )
8564,( == ( + ( min ( * v0 128 ) 382 ) ( * ( + ( min ( + ( * v1 252 ) 248 ) v2 ) ( / v3 2 ) ) 2 ) ) ( + ( min ( * v0 128 ) 382 ) ( * ( + ( min ( + ( * v1 252 ) 248 ) v2 ) ( / v3 2 ) ) 2 ) ) )
8565,( == ( - ( - ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) ( + ( + ( / v1 65 ) ( * ( min ( / ( min ( + ( * v2 4 ) 3 ) v3 ) 4 ) v2 ) 4 ) ) 3 ) ) ( * v2 4 ) ) ( + ( / v1 65 ) v4 ) ) ( - ( - ( min ( / ( - ( + v0 v1 ) 1 ) 65 ) ( + ( + ( / v1 65 ) ( * ( min ( / ( min ( + ( * v2 4 ) 3 ) v3 ) 4 ) v2 ) 4 ) ) 3 ) ) ( * v2 4 ) ) ( + ( / v1 65 ) v4 ) ) )
8566,( == ( max ( min ( max ( / ( - 219 ( * v0 8 ) ) 137 ) 0 ) ( / ( + ( * ( min ( - ( - ( / ( + ( + v1 v2 ) 87 ) 8 ) ( * ( / v3 2 ) 34 ) ) ( / v2 8 ) ) 23 ) 8 ) 225 ) 137 ) ) ( + ( / ( min ( - 1946 ( * v0 8 ) ) ( + ( * ( min ( - ( - ( / ( + ( + v1 v2 ) 87 ) 8 ) ( * ( / v3 2 ) 34 ) ) ( / v2 8 ) ) 23 ) 8 ) 88 ) ) 137 ) 1 ) ) ( max ( min ( max ( / ( - 219 ( * v0 8 ) ) 137 ) 0 ) ( / ( + ( * ( min ( - ( - ( / ( + ( + v1 v2 ) 87 ) 8 ) ( * ( / v3 2 ) 34 ) ) ( / v2 8 ) ) 23 ) 8 ) 225 ) 137 ) ) ( + ( / ( min ( - 1946 ( * v0 8 ) ) ( + ( * ( min ( - ( - ( / ( + ( + v1 v2 ) 87 ) 8 ) ( * ( / v3 2 ) 34 ) ) ( / v2 8 ) ) 23 ) 8 ) 88 ) ) 137 ) 1 ) ) )
8567,( == ( * ( / ( min ( * ( - ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 999 ) 0 ) ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 937 ) -62 ) ) -1 ) ( - ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 937 ) -62 ) ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 999 ) 0 ) ) ) 2 ) 2 ) ( min ( * ( - ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 999 ) 0 ) ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 937 ) -62 ) ) -1 ) ( - ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 937 ) -62 ) ( max ( min ( / ( + ( min ( * v3 125 ) ( - v4 125 ) ) v2 ) 2 ) 999 ) 0 ) ) ) )
8568,( == ( min ( - ( - ( + ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + ( + ( max ( min ( / v1 2 ) 999 ) 0 ) ( * v2 32 ) ) 31 ) ) ( * v2 -32 ) ) ( max ( min ( / v1 2 ) 999 ) 0 ) ) 5 ) v3 ) ( min ( - ( - ( + ( min ( max ( min ( / ( - ( + v0 v1 ) 1 ) 2 ) 999 ) 0 ) ( + ( + ( max ( min ( / v1 2 ) 999 ) 0 ) ( * v2 32 ) ) 31 ) ) ( * v2 -32 ) ) ( max ( min ( / v1 2 ) 999 ) 0 ) ) 5 ) v3 ) )
8569,( == ( min ( + ( * v0 2 ) 385 ) v1 ) ( min ( + ( * v0 2 ) 385 ) v1 ) )
8570,( >= ( - ( max ( min v0 7 ) -6 ) 9 ) ( - ( + ( - ( max ( min v0 7 ) -6 ) 9 ) ( - 11 ( max ( min v0 7 ) -6 ) ) ) 1 ) )
8571,( == ( - ( * v0 8 ) 16 ) ( - ( + ( - ( * v0 8 ) 16 ) ( + ( * ( min v1 9 ) 8 ) 64 ) ) 1 ) )
8572,( < ( + ( * v0 8 ) 4 ) ( - ( min ( max ( * v1 8 ) ( + ( * ( + v0 1 ) 8 ) 18 ) ) ( + ( * ( + v0 1 ) 8 ) 16 ) ) 21 ) )
8573,( != ( / ( + v0 403 ) 252 ) 0 )
8574,( == ( max ( - ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 12 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) ( + ( * v4 36 ) ( + ( / v1 4 ) ( * v2 12 ) ) ) ) 2 ) ) ( max ( - ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 12 ) v3 ) ) ( + ( - ( / ( + ( + v0 v1 ) 7 ) 4 ) ( + ( * v4 36 ) ( + ( / v1 4 ) ( * v2 12 ) ) ) ) 2 ) ) )
8575,( == ( - ( * v0 8 ) 5 ) ( - ( + ( - ( * v0 8 ) 5 ) ( + ( * ( min v1 1 ) 8 ) 13 ) ) 1 ) )
8576,( == ( + ( max ( * v0 8 ) -9 ) ( / v1 8 ) ) ( + ( max ( * v0 8 ) -9 ) ( / v1 8 ) ) )
8577,( == -4 ( - ( + -4 ( - 254 ( max ( min ( * ( + ( * v0 4 ) v1 ) 8 ) 254 ) 244 ) ) ) 1 ) )
8578,( != ( / ( + v0 14 ) 9 ) 0 )
8579,( >= ( - v0 115 ) ( - ( + ( - v0 115 ) ( + ( min ( - v1 ( * ( max ( + ( max ( min ( / v2 2 ) 1006 ) 7 ) ( - ( * v3 64 ) ( max ( min ( / ( + ( + v4 v2 ) 1 ) 2 ) 999 ) 0 ) ) ) -39 ) 8 ) ) -195 ) 196 ) ) 1 ) )
8580,( == ( - ( * ( max ( min v0 0 ) -62 ) 8 ) 5 ) ( - ( + ( - ( * ( max ( min v0 0 ) -62 ) 8 ) 5 ) ( - 9 ( * ( max ( min v0 0 ) -62 ) 8 ) ) ) 1 ) )
8581,( == ( min ( / ( - ( + v0 v1 ) 17 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 12 ) ) 5 ) ) ( min ( / ( - ( + v0 v1 ) 17 ) 8 ) ( - ( + ( / v1 8 ) ( * v2 12 ) ) 5 ) ) )
8582,( == ( min ( max ( / ( + ( - v0 ( * v1 2 ) ) 155 ) 64 ) 0 ) ( / ( + ( - v2 v1 ) 31 ) 32 ) ) ( min ( max ( / ( + ( - v0 ( * v1 2 ) ) 155 ) 64 ) 0 ) ( / ( + ( - v2 v1 ) 31 ) 32 ) ) )
8583,( == 0 ( - ( + 0 ( / ( + ( % ( + v0 v1 ) 4 ) 271 ) 16 ) ) 1 ) )
8584,( == ( min ( / ( + ( + v0 v1 ) 64 ) 65 ) ( + v2 3 ) ) ( min ( / ( + ( + v0 v1 ) 64 ) 65 ) ( + v2 3 ) ) )
8585,( == ( + ( * ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( / v1 63 ) ) 2 ) 4 ) ( + ( * ( - ( / ( - ( + v0 v1 ) 1 ) 63 ) ( / v1 63 ) ) 2 ) 4 ) )
8586,( == ( + ( * v0 112 ) ( + ( * v1 4 ) v2 ) ) ( + ( * v0 112 ) ( + ( * v1 4 ) v2 ) ) )
8587,( == ( min ( + ( * v0 4 ) v1 ) ( + ( * v2 8 ) 74 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( * v2 8 ) 74 ) ) )
8588,( == 0 ( - ( + 0 ( + ( * ( min ( - ( - ( / ( + ( + v0 v1 ) 15 ) 8 ) ( * v2 4 ) ) ( / v1 8 ) ) -1 ) 2 ) 10 ) ) 1 ) )
8589,( && ( && ( && ( && ( && ( && 1 ( <= v0 v0 ) ) ( >= v0 v0 ) ) ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= ( + 0 v1 ) ( + 0 v1 ) ) ) ( >= ( + 3 v1 ) ( + ( - ( + 4 0 ) 1 ) v1 ) ) )
8590,( == ( * ( / ( * ( min ( * ( / ( + ( min ( + ( * v4 1000 ) ( * v3 1000 ) ) ( - v5 1000 ) ) v2 ) 8 ) 8 ) ( + ( * ( / ( + ( min ( + ( * v4 1000 ) ( * v3 1000 ) ) ( - v5 1000 ) ) ( + v2 7 ) ) 8 ) 8 ) 7 ) ) -1 ) 8 ) 8 ) ( * ( min ( * ( / ( + ( min ( + ( * v4 1000 ) ( * v3 1000 ) ) ( - v5 1000 ) ) v2 ) 8 ) 8 ) ( + ( * ( / ( + ( min ( + ( * v4 1000 ) ( * v3 1000 ) ) ( - v5 1000 ) ) ( + v2 7 ) ) 8 ) 8 ) 7 ) ) -1 ) )
8591,( != ( / ( + v0 41 ) 36 ) 0 )
8592,( == ( min ( + ( + v0 v1 ) 121 ) v2 ) ( min ( + ( + v0 v1 ) 121 ) v2 ) )
8593,( == ( / ( + ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( / v1 32 ) ) 29 ) 24 ) ( / ( + ( - ( / ( + ( + v0 v1 ) 63 ) 32 ) ( / v1 32 ) ) 29 ) 24 ) )
8594,( == ( / ( + ( * ( - ( max v0 0 ) v1 ) 8 ) 630 ) 620 ) ( / ( + ( * ( - ( max v0 0 ) v1 ) 8 ) 630 ) 620 ) )
8595,( <= ( max 0 ( + ( min ( / ( + ( % v0 63 ) 60 ) 252 ) ( - ( + 0 ( / ( + ( % v0 63 ) 501 ) 252 ) ) 1 ) ) 1 ) ) 0 )
8596,( == ( min ( / ( + ( + v0 v1 ) 131 ) 4 ) ( + ( + ( * v2 4 ) ( + ( * v3 20 ) ( + ( / ( + v0 v1 ) 4 ) ( * ( min v4 1 ) 2 ) ) ) ) 1 ) ) ( min ( / ( + ( + v0 v1 ) 131 ) 4 ) ( + ( + ( * v2 4 ) ( + ( * v3 20 ) ( + ( / ( + v0 v1 ) 4 ) ( * ( min v4 1 ) 2 ) ) ) ) 1 ) ) )
8597,( == ( - ( max ( * ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 16 ) 2 ) 247 ) -2 ) 8 ) 1959 ) ( * ( + ( * ( max ( min ( * ( min ( / v1 16 ) 124 ) 2 ) 1 ) -1 ) 2 ) v2 ) 4 ) ) ( - ( max ( * ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 16 ) 2 ) 247 ) -2 ) 8 ) 1959 ) ( * ( + ( * ( max ( min ( * ( min ( / v1 16 ) 124 ) 2 ) 1 ) -1 ) 2 ) v2 ) 4 ) ) )
8598,( == ( min ( + ( * v0 32 ) v1 ) ( - ( min v2 2023 ) 24 ) ) ( min ( + ( * v0 32 ) v1 ) ( - ( min v2 2023 ) 24 ) ) )
8599,( == ( - ( * ( / ( + v0 v1 ) 32 ) 16 ) 37 ) ( - ( + ( - ( * ( / ( + v0 v1 ) 32 ) 16 ) 37 ) ( + ( * v2 16 ) 83 ) ) 1 ) )
8600,( != ( / ( + v0 255 ) 251 ) 0 )
8601,( == ( + ( * v0 36 ) ( * ( / ( + v1 v2 ) 8 ) 8 ) ) ( + ( * v0 36 ) ( * ( / ( + v1 v2 ) 8 ) 8 ) ) )
8602,( == ( / ( + ( * ( - v0 v1 ) 16 ) 977 ) 60 ) ( / ( + ( * ( - v0 v1 ) 16 ) 977 ) 60 ) )
8603,( == ( min ( - 252 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( * ( + ( * v3 63 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) ) ( min ( - 252 ( * ( + ( * v0 16 ) v1 ) 4 ) ) ( - v2 ( * ( + ( * v3 63 ) ( + ( * v0 16 ) v1 ) ) 4 ) ) ) )
8604,( == 0 ( - ( + 0 ( + ( * ( min ( - ( - ( / ( + ( + v0 v1 ) 63 ) 8 ) ( * v2 17 ) ) ( / v1 8 ) ) 15 ) 2 ) 16 ) ) 1 ) )
8605,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + 0 ( + ( min v0 4 ) v1 ) ) 7 ) ( - ( + ( min v0 4 ) v1 ) 7 ) ) ) ( >= ( - ( + 3 ( + ( * ( / ( + ( max v0 4 ) 5 ) 4 ) 4 ) ( + ( min v0 4 ) v1 ) ) ) 7 ) ( + ( + v0 v1 ) 2 ) ) ) ( <= ( + ( + v2 v3 ) 3 ) ( + ( + v2 v3 ) 3 ) ) ) ( >= ( + ( + v2 v3 ) 3 ) ( + ( + v2 v3 ) 3 ) ) ) ( <= 0 0 ) ) ( >= 9 9 ) )
8606,( == ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) ( + ( * v2 16 ) v3 ) ) ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) ( + ( * v2 16 ) v3 ) ) )
8607,( == ( max ( min v0 1999 ) ( - ( min ( max ( min ( + v1 v0 ) 2000 ) 1 ) ( + ( max ( min v0 1999 ) 0 ) ( * ( / ( + v2 3 ) 4 ) 4 ) ) ) ( max v2 1 ) ) ) ( max ( min v0 1999 ) ( - ( min ( max ( min ( + v1 v0 ) 2000 ) 1 ) ( + ( max ( min v0 1999 ) 0 ) ( * ( / ( + v2 3 ) 4 ) 4 ) ) ) ( max v2 1 ) ) ) )
8608,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 259 ) 252 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1995 ) -4 ) ( max ( min v1 2002 ) 3 ) ) 259 ) 252 ) )
8609,( == ( - ( * ( max ( min v0 13 ) -18 ) 8 ) 107 ) ( - ( + ( - ( * ( max ( min v0 13 ) -18 ) 8 ) 107 ) ( - 113 ( * ( max ( min v0 13 ) -18 ) 8 ) ) ) 1 ) )
8610,( == ( - ( max ( min v0 249 ) 0 ) ( max ( min ( / ( + ( + v1 v2 ) 93 ) 8 ) 249 ) 0 ) ) ( - ( max ( min v0 249 ) 0 ) ( max ( min ( / ( + ( + v1 v2 ) 93 ) 8 ) 249 ) 0 ) ) )
8611,( == ( + ( * v0 117 ) ( * v1 32 ) ) ( + ( * v0 117 ) ( * v1 32 ) ) )
8612,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 15 ) 8 ) ( / v1 8 ) ) 4 ) 2 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 15 ) 8 ) ( / v1 8 ) ) 4 ) 2 ) )
8613,( == ( min ( / ( + ( + v0 v1 ) 140 ) 8 ) ( + ( / ( + ( % ( + v0 v1 ) 8 ) 140 ) 8 ) ( / ( + v0 v1 ) 8 ) ) ) ( min ( / ( + ( + v0 v1 ) 140 ) 8 ) ( + ( / ( + ( % ( + v0 v1 ) 8 ) 140 ) 8 ) ( / ( + v0 v1 ) 8 ) ) ) )
8614,( == ( - ( / ( + ( + v0 v1 ) 37 ) 2 ) ( + ( * v2 2 ) ( + ( / ( + v0 v1 ) 2 ) ( * v3 10 ) ) ) ) ( - ( / ( + ( + v0 v1 ) 37 ) 2 ) ( + ( * v2 2 ) ( + ( / ( + v0 v1 ) 2 ) ( * v3 10 ) ) ) ) )
8615,( >= 0 ( - ( + 0 ( + ( - ( - ( / ( min ( - ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 128 ) ) ( * v3 32 ) ) ( / v1 8 ) ) ( + ( * ( min ( + ( * v4 3 ) v5 ) 7 ) 4 ) 3 ) ) 4 ) v5 ) ( * v4 3 ) ) 1 ) ) 1 ) )
8616,( == ( + ( min ( + ( * v0 13 ) ( + ( / v1 2 ) ( * v2 24 ) ) ) ( + ( + ( min ( * v2 24 ) 43 ) ( / v1 2 ) ) 14 ) ) ( * v3 63 ) ) ( + ( min ( + ( * v0 13 ) ( + ( / v1 2 ) ( * v2 24 ) ) ) ( + ( + ( min ( * v2 24 ) 43 ) ( / v1 2 ) ) 14 ) ) ( * v3 63 ) ) )
8617,( == ( + ( * v0 76 ) ( * ( max ( min ( / ( + v1 v2 ) 8 ) 249 ) 0 ) 8 ) ) ( + ( * v0 76 ) ( * ( max ( min ( / ( + v1 v2 ) 8 ) 249 ) 0 ) 8 ) ) )
8618,( == ( + ( max ( min ( + v0 v1 ) 1879 ) -120 ) ( * v2 4 ) ) ( + ( max ( min ( + v0 v1 ) 1879 ) -120 ) ( * v2 4 ) ) )
8619,( == ( - ( + ( * v0 2 ) v1 ) ( min ( + ( + ( * v2 -6 ) ( - v3 ( * v4 18 ) ) ) 43 ) v1 ) ) ( - ( + ( * v0 2 ) v1 ) ( min ( + ( + ( * v2 -6 ) ( - v3 ( * v4 18 ) ) ) 43 ) v1 ) ) )
8620,( == ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 63 ) ) 62 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( + ( / v1 4 ) ( * v2 63 ) ) 62 ) ) )
8621,( >= 0 ( - ( + 0 ( / ( + ( max ( min v0 249 ) 0 ) 9 ) 4 ) ) 1 ) )
8622,( == ( - ( - ( max ( min ( * ( + ( / v0 16 ) v1 ) 32 ) 3986 ) -13 ) ( * v2 1991 ) ) ( max ( min ( * ( / v0 16 ) 32 ) 4044 ) 45 ) ) ( - ( - ( max ( min ( * ( + ( / v0 16 ) v1 ) 32 ) 3986 ) -13 ) ( * v2 1991 ) ) ( max ( min ( * ( / v0 16 ) 32 ) 4044 ) 45 ) ) )
8623,( == ( - ( * ( max ( min v0 250 ) 1 ) 8 ) 10 ) ( - ( + ( - ( * ( max ( min v0 250 ) 1 ) 8 ) 10 ) ( + ( * v1 8 ) 48 ) ) 1 ) )
8624,( && ( && ( && ( && ( && ( && 1 ( <= ( max ( min v0 249 ) 0 ) ( max ( min v0 249 ) 0 ) ) ) ( >= ( max ( min v0 249 ) 0 ) ( max ( min v0 249 ) 0 ) ) ) ( <= v1 v1 ) ) ( >= v1 v1 ) ) ( <= ( + ( * ( + ( * v2 2 ) v3 ) 4 ) 0 ) ( * ( + ( * v2 2 ) v3 ) 4 ) ) ) ( >= ( + ( * ( + ( * v2 2 ) v3 ) 4 ) 3 ) ( + ( * ( + ( * v2 2 ) v3 ) 4 ) 3 ) ) )
8625,( == ( min ( - ( - ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( * v4 32 ) ) v1 ) ( + ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( + ( * ( + ( * v3 2 ) v4 ) 32 ) v1 ) ) 32 ) 3 ) ) ( min ( - ( - ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( * v3 64 ) ) ( * v4 32 ) ) v1 ) ( + ( min ( - ( - ( + v0 v1 ) ( * v2 128 ) ) ( + ( * ( + ( * v3 2 ) v4 ) 32 ) v1 ) ) 32 ) 3 ) ) )
8626,( == ( min ( * v0 8 ) ( + ( * ( - ( / ( max ( min ( + v1 v2 ) 1999 ) 0 ) 16 ) ( / ( - ( max ( min v2 2002 ) 3 ) 3 ) 16 ) ) 8 ) 3 ) ) ( min ( * v0 8 ) ( + ( * ( - ( / ( max ( min ( + v1 v2 ) 1999 ) 0 ) 16 ) ( / ( - ( max ( min v2 2002 ) 3 ) 3 ) 16 ) ) 8 ) 3 ) ) )
8627,( == ( - ( min ( - ( + v0 v1 ) ( * v2 252 ) ) ( + v1 252 ) ) ( + ( * v3 4 ) v1 ) ) ( - ( min ( - ( + v0 v1 ) ( * v2 252 ) ) ( + v1 252 ) ) ( + ( * v3 4 ) v1 ) ) )
8628,( == ( min ( * ( / v0 8 ) 8 ) ( + ( * ( + ( / v0 8 ) v1 ) 8 ) 3 ) ) ( min ( * ( / v0 8 ) 8 ) ( + ( * ( + ( / v0 8 ) v1 ) 8 ) 3 ) ) )
8629,( == ( min ( / ( + ( + v0 v1 ) 71 ) 8 ) ( + v2 2 ) ) ( min ( / ( + ( + v0 v1 ) 71 ) 8 ) ( + v2 2 ) ) )
8630,( == ( - ( min ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) ( * v2 16 ) ) ( + v3 5 ) ) ( + ( * v4 4 ) v3 ) ) ( - ( min ( - ( max ( * ( / ( - ( + v0 v1 ) 1 ) 65 ) 8 ) 239 ) ( * v2 16 ) ) ( + v3 5 ) ) ( + ( * v4 4 ) v3 ) ) )
8631,( == ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) ( + ( + ( * v2 1004 ) ( * ( / v1 8 ) 8 ) ) 241 ) ) ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) ( + ( + ( * v2 1004 ) ( * ( / v1 8 ) 8 ) ) 241 ) ) )
8632,( == ( min ( * ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 63 ) 31 ) 0 ) ( max ( min ( / v1 63 ) 31 ) 0 ) ) 64 ) ( + ( * v2 64 ) 1075 ) ) ( min ( * ( - ( max ( min ( / ( - ( + v0 v1 ) 1 ) 63 ) 31 ) 0 ) ( max ( min ( / v1 63 ) 31 ) 0 ) ) 64 ) ( + ( * v2 64 ) 1075 ) ) )
8633,( == ( * ( / ( * v0 -504 ) 6 ) 6 ) ( * v0 -504 ) )
8634,( == ( min ( + ( max ( min v0 2100 ) 101 ) ( * v1 4 ) ) ( + ( max ( min v0 2030 ) 31 ) 67 ) ) ( min ( + ( max ( min v0 2100 ) 101 ) ( * v1 4 ) ) ( + ( max ( min v0 2030 ) 31 ) 67 ) ) )
8635,( == ( / ( + ( - ( max ( min ( * ( min ( / ( + ( + v0 v1 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) ( max ( min ( * ( / v1 500 ) 8 ) 36 ) 5 ) ) 42 ) 15 ) ( / ( + ( - ( max ( min ( * ( min ( / ( + ( + v0 v1 ) 499 ) 500 ) 3 ) 8 ) 22 ) -7 ) ( max ( min ( * ( / v1 500 ) 8 ) 36 ) 5 ) ) 42 ) 15 ) )
8636,( == ( / ( + ( - ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( max ( min v1 2002 ) 3 ) ) 503 ) 500 ) ( / ( + ( - ( max ( min ( + v0 v1 ) 1999 ) 0 ) ( max ( min v1 2002 ) 3 ) ) 503 ) 500 ) )
8637,( == ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) 1994 ) -5 ) ( max ( min ( * ( / v1 8 ) 8 ) 2012 ) 13 ) ) 268 ) 250 ) ( / ( + ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 8 ) 8 ) 1994 ) -5 ) ( max ( min ( * ( / v1 8 ) 8 ) 2012 ) 13 ) ) 268 ) 250 ) )
8638,( == ( min ( + ( * v0 500 ) ( + v1 v2 ) ) ( + v3 253 ) ) ( min ( + ( * v0 500 ) ( + v1 v2 ) ) ( + v3 253 ) ) )
