ID,Expression
4725,( == ( - v0 ( * ( + ( * v1 32 ) ( * v2 250 ) ) 4 ) ) ( - v0 ( * ( + ( * v1 32 ) ( * v2 250 ) ) 4 ) ) )
4726,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ) ( + ( + ( + -65 ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 16 ) ) 0 ) 63 ) ) ) ( >= ( + 3 ( + ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ( * ( / ( + ( - ( + ( / ( + ( + ( min v0 4 ) v1 ) 44 ) 16 ) ( * ( / v2 4 ) 4 ) ) ( / ( - ( + ( min v0 4 ) v1 ) 36 ) 16 ) ) 3 ) 4 ) 4 ) ) ) ( + ( + ( + 3 ( + ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 16 ) ( * ( / ( - ( + ( / ( + ( + ( min v0 4 ) v1 ) 44 ) 16 ) ( * ( / v2 4 ) 4 ) ) ( / ( - ( + ( min v0 4 ) v1 ) 4 ) 16 ) ) 64 ) 64 ) ) ) 3 ) 63 ) ) ) ( <= ( - ( max ( * v3 8 ) ( + ( * v4 8 ) 5 ) ) 1 ) ( + ( - ( * v4 8 ) 9 ) 8 ) ) ) ( >= ( + ( * v4 8 ) 11 ) ( + ( + ( * v4 8 ) 3 ) 8 ) ) ) ( <= 0 0 ) ) ( >= ( - ( + 64 0 ) 1 ) ( - ( + 64 0 ) 1 ) ) )
4727,( == ( min ( + ( * v0 4 ) v1 ) ( + ( * v2 32 ) 114 ) ) ( min ( + ( * v0 4 ) v1 ) ( + ( * v2 32 ) 114 ) ) )
4728,( == ( min ( * v0 4 ) ( + ( * ( + ( * v1 32 ) v2 ) 4 ) 122 ) ) ( min ( * v0 4 ) ( + ( * ( + ( * v1 32 ) v2 ) 4 ) 122 ) ) )
4729,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( max ( * v0 4 ) -6 ) v1 ) 1 ) ( + -5 ( + ( * v0 4 ) v1 ) ) ) ) ( >= ( + ( + ( * v0 4 ) v1 ) 4 ) ( + 1 ( + ( + ( * v0 4 ) v1 ) 3 ) ) ) ) ( <= ( - ( + 0 ( + ( min ( * v2 16 ) 47 ) v3 ) ) 5 ) ( + -5 ( + ( min ( * v2 16 ) 47 ) v3 ) ) ) ) ( >= ( - ( + 3 ( + ( + ( min ( * v2 16 ) 47 ) v3 ) 20 ) ) 5 ) ( + 1 ( + ( + ( min ( * v2 16 ) 47 ) v3 ) 15 ) ) ) ) ( <= 0 0 ) ) ( >= 1 1 ) )
4730,( == ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 4 ) 1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 4 ) 1 ) )
4731,( == ( min ( * v0 4 ) ( - ( * ( + ( * v1 32 ) v2 ) 4 ) 7 ) ) ( min ( * v0 4 ) ( - ( * ( + ( * v1 32 ) v2 ) 4 ) 7 ) ) )
4732,( <= ( max ( + ( min ( min ( min 1999 1999 ) ( - ( min ( + v1 v2 ) 2000 ) 1 ) ) ( - ( + ( - ( + ( * v3 70 ) v4 ) 10 ) ( - 146 ( max ( * v3 70 ) 73 ) ) ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - ( + ( * v3 70 ) v4 ) 10 ) ) ( + ( - 146 ( max ( * v3 70 ) 73 ) ) ( - ( + ( * v3 70 ) v4 ) 10 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - ( + ( * v3 70 ) v4 ) 10 ) ) ( + ( - 146 ( max ( * v3 70 ) 73 ) ) ( - ( + ( * v3 70 ) v4 ) 10 ) ) ) )
4733,( == ( - v0 ( + ( * ( + ( * v1 3 ) v2 ) 4 ) v3 ) ) ( - v0 ( + ( * ( + ( * v1 3 ) v2 ) 4 ) v3 ) ) )
4734,( == ( - ( - ( + v0 v1 ) ( * v2 8 ) ) ( + ( * v3 32 ) v1 ) ) ( - ( - ( + v0 v1 ) ( * v2 8 ) ) ( + ( * v3 32 ) v1 ) ) )
4735,( == ( + ( + v0 v1 ) 58 ) ( - ( + ( + ( + v0 v1 ) 58 ) 75 ) 1 ) )
4736,( == ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( - v2 5 ) ) ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( - v2 5 ) ) )
4737,( == ( min ( + ( + ( * v0 256 ) ( + ( * v1 500 ) v2 ) ) 250 ) ( + ( min ( + ( * v1 500 ) 500 ) v3 ) v2 ) ) ( min ( + ( + ( * v0 256 ) ( + ( * v1 500 ) v2 ) ) 250 ) ( + ( min ( + ( * v1 500 ) 500 ) v3 ) v2 ) ) )
4738,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 63 ) 62 ) ( + ( min ( * v1 125 ) ( - v2 125 ) ) v3 ) ) 4 ) 66 ) 4 ) ( - ( + 0 ( / ( + ( % ( + ( min ( * v0 63 ) 62 ) v4 ) 4 ) 70 ) 4 ) ) 1 ) ) 1 ) ) 0 )
4739,( == ( max ( - 11 ( max ( * ( % v0 3 ) 4 ) 7 ) ) ( - 10 ( max ( * ( % v0 3 ) 4 ) 6 ) ) ) ( max ( - 11 ( max ( * ( % v0 3 ) 4 ) 7 ) ) ( - 10 ( max ( * ( % v0 3 ) 4 ) 6 ) ) ) )
4740,( == ( - ( - ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( * v2 3 ) ) ( max ( min ( / v1 16 ) 126 ) 2 ) ) ( - ( - ( max ( min ( / ( + ( + v0 v1 ) 47 ) 16 ) 124 ) 0 ) ( * v2 3 ) ) ( max ( min ( / v1 16 ) 126 ) 2 ) ) )
4741,( == ( - v0 17 ) ( - ( + ( - v0 17 ) ( + ( min ( - ( - ( * ( / ( + ( + v1 v2 ) 3 ) 4 ) 4 ) ( * v3 126 ) ) ( * ( / v2 4 ) 4 ) ) 114 ) 24 ) ) 1 ) )
4742,( <= ( max ( + ( min 13 ( - ( + ( + ( / v1 125 ) v2 ) ( / ( + ( % v1 125 ) 249 ) 125 ) ) 1 ) ) 1 ) ( min ( max 1 ( + ( / v1 125 ) v2 ) ) ( + ( / ( + ( % v1 125 ) 249 ) 125 ) ( + ( / v1 125 ) v2 ) ) ) ) ( min ( max 1 ( + ( / v1 125 ) v2 ) ) ( + ( / ( + ( % v1 125 ) 249 ) 125 ) ( + ( / v1 125 ) v2 ) ) ) )
4743,( <= ( + ( / v0 125 ) ( / ( + ( % v0 125 ) 249 ) 125 ) ) ( / v0 125 ) )
4744,( == ( * ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( - v2 5 ) ) 2 ) ( * ( min ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( - v2 5 ) ) 2 ) )
4745,( == ( - ( * ( / v0 4 ) 4 ) 8 ) ( - ( + ( - ( * ( / v0 4 ) 4 ) 8 ) ( + ( * v1 4 ) 12 ) ) 1 ) )
4746,( == ( + ( / ( + v0 5 ) 4 ) ( / ( - 6 ( % v0 4 ) ) 4 ) ) ( + ( / ( + v0 5 ) 4 ) ( / ( - 6 ( % v0 4 ) ) 4 ) ) )
4747,( <= ( max ( + ( min ( min ( min 1999 1999 ) ( - ( min ( + v1 v2 ) 2000 ) 1 ) ) ( - ( + ( - ( + ( * v3 151 ) v4 ) 10 ) ( - 306 ( max ( * v3 151 ) 152 ) ) ) 1 ) ) 1 ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - ( + ( * v3 151 ) v4 ) 10 ) ) ( + ( - 306 ( max ( * v3 151 ) 152 ) ) ( - ( + ( * v3 151 ) v4 ) 10 ) ) ) ) ( min ( max ( max ( max 0 0 ) ( max v2 0 ) ) ( - ( + ( * v3 151 ) v4 ) 10 ) ) ( + ( - 306 ( max ( * v3 151 ) 152 ) ) ( - ( + ( * v3 151 ) v4 ) 10 ) ) ) )
4748,( <= ( max ( + ( min ( min ( min ( min ( / ( - ( - v2 ( + ( * v3 64 ) v4 ) ) 11 ) 12 ) ( / ( - ( - ( min ( / ( - ( + v5 v6 ) 1 ) 4 ) ( + ( + ( * v7 252 ) ( + ( min ( * v3 64 ) 188 ) ( / v6 4 ) ) ) 63 ) ) ( + ( * v3 64 ) ( + ( / v6 4 ) ( * v7 252 ) ) ) ) 11 ) 12 ) ) ( / ( - 488 ( + ( * v3 64 ) ( + ( / v6 4 ) ( * v7 252 ) ) ) ) 12 ) ) ( / ( - 1952 ( * ( + ( * v3 64 ) v4 ) 4 ) ) 48 ) ) ( - ( + 0 ( + ( / v8 12 ) 1 ) ) 1 ) ) 1 ) ( min ( max ( max ( - 0 ( + ( / ( + ( / v6 4 ) ( * v3 64 ) ) 12 ) ( * v7 21 ) ) ) ( - 0 ( / ( + ( * v3 64 ) v4 ) 12 ) ) ) 0 ) ( + ( + ( / v8 12 ) 1 ) 0 ) ) ) ( min ( max ( max ( - 0 ( + ( / ( + ( / v6 4 ) ( * v3 64 ) ) 12 ) ( * v7 21 ) ) ) ( - 0 ( / ( + ( * v3 64 ) v4 ) 12 ) ) ) 0 ) ( + ( + ( / v8 12 ) 1 ) 0 ) ) )
4749,( <= ( + v0 v1 ) ( - ( + v0 v1 ) 1 ) )
4750,( == ( + ( / ( - -1000 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 4 ) ) 4 ) ( * v3 8 ) ) ( + ( / ( - -1000 ( % ( + ( min ( * v0 1000 ) ( - v1 1000 ) ) v2 ) 4 ) ) 4 ) ( * v3 8 ) ) )
4751,( == ( - ( - 62 ( * v0 32 ) ) ( * v1 16 ) ) ( - ( - 62 ( * v0 32 ) ) ( * v1 16 ) ) )
4752,( != ( / ( + v0 33 ) 32 ) 0 )
4753,( == ( min ( * v0 4 ) ( + ( max ( * ( min v1 v0 ) 4 ) -15 ) 19 ) ) ( min ( * v0 4 ) ( + ( max ( * ( min v1 v0 ) 4 ) -15 ) 19 ) ) )
4754,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 v0 ) ( + ( + ( * 0 4 ) 0 ) v0 ) ) ) ( >= ( + 3 ( + v0 12 ) ) ( + ( + ( * ( - ( + 4 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v0 ) ) ) ( <= ( + ( min ( * v1 3 ) 997 ) v2 ) ( + ( + ( min ( * v1 3 ) 997 ) 0 ) v2 ) ) ) ( >= ( + ( + ( min ( * v1 3 ) 997 ) v2 ) 2 ) ( + ( + ( min ( * v1 3 ) 997 ) ( - ( + 3 0 ) 1 ) ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
4755,( == ( min ( max ( min ( * ( / ( + v0 v1 ) 125 ) 8 ) 125 ) 1 ) ( + v2 13 ) ) ( min ( max ( min ( * ( / ( + v0 v1 ) 125 ) 8 ) 125 ) 1 ) ( + v2 13 ) ) )
4756,( == ( + ( min ( + ( * v0 4 ) 2 ) v1 ) ( / v2 4 ) ) ( + ( min ( + ( * v0 4 ) 2 ) v1 ) ( / v2 4 ) ) )
4757,( == ( * ( / ( * v0 -84 ) 12 ) 12 ) ( * v0 -84 ) )
4758,( == ( + ( / ( + v0 v1 ) 4 ) ( * v2 64 ) ) ( + ( / ( + v0 v1 ) 4 ) ( * v2 64 ) ) )
4759,( == ( min ( + ( max ( min ( / v0 16 ) 126 ) 2 ) ( * ( / ( + v1 5 ) 2 ) 2 ) ) ( + ( max ( min v2 121 ) -3 ) 6 ) ) ( min ( + ( max ( min ( / v0 16 ) 126 ) 2 ) ( * ( / ( + v1 5 ) 2 ) 2 ) ) ( + ( max ( min v2 121 ) -3 ) 6 ) ) )
4760,( == ( + ( max ( min ( * v0 8 ) 125 ) 1 ) ( * v1 4 ) ) ( + ( max ( min ( * v0 8 ) 125 ) 1 ) ( * v1 4 ) ) )
4761,( == ( max ( min ( / ( + v0 3 ) 4 ) v1 ) ( / v0 4 ) ) ( max ( min ( / ( + v0 3 ) 4 ) v1 ) ( / v0 4 ) ) )
4762,( >= ( - ( + ( + ( + v0 v1 ) v2 ) v3 ) 4 ) ( + ( + ( + ( + ( + ( - v0 1 ) v1 ) v2 ) v3 ) 5 ) 1 ) )
4763,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 0 ) ( + 0 v0 ) ) ) ( >= ( + v0 3 ) ( + ( - ( + 4 0 ) 1 ) v0 ) ) ) ( <= ( + v1 v2 ) ( + v1 v2 ) ) ) ( >= ( + v1 v2 ) ( + v1 v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
4764,( == ( * ( / ( * ( + ( * ( max ( min ( max ( min ( max ( min ( / ( + ( * v1 -252 ) ( + v2 9 ) ) 32 ) 7 ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 9 ) 32 ) ) ( / ( max ( min ( + ( * v1 -63 ) ( / ( + v2 9 ) 4 ) ) 62 ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 9 ) 4 ) ) 8 ) ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 14 ) 32 ) ) 7 ) -1 ) 32 ) ( * v1 252 ) ) -1 ) 4 ) 4 ) ( * ( + ( * ( max ( min ( max ( min ( max ( min ( / ( + ( * v1 -252 ) ( + v2 9 ) ) 32 ) 7 ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 9 ) 32 ) ) ( / ( max ( min ( + ( * v1 -63 ) ( / ( + v2 9 ) 4 ) ) 62 ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 9 ) 4 ) ) 8 ) ) ( / ( + ( min ( + ( * v1 -252 ) v2 ) 242 ) 14 ) 32 ) ) 7 ) -1 ) 32 ) ( * v1 252 ) ) -1 ) )
4765,( == ( * v0 4 ) ( - ( + ( * v0 4 ) ( + ( * ( min v1 31 ) 4 ) 4 ) ) 1 ) )
4766,( == ( min ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 8 ) v3 ) ) ( min ( / ( + ( + v0 v1 ) 15 ) 4 ) ( + ( * v2 8 ) v3 ) ) )
4767,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( / ( - ( + ( min v1 4 ) v2 ) 36 ) 16 ) ) ( + ( + ( * 0 4 ) ( / ( - ( + ( min v1 4 ) v2 ) 36 ) 16 ) ) 0 ) ) ) ( >= ( + 3 ( + ( / ( - ( + ( min v1 4 ) v2 ) 36 ) 16 ) ( * ( / ( + ( - ( + ( / ( + ( + ( min v1 4 ) v2 ) 44 ) 16 ) ( * ( / v3 4 ) 4 ) ) ( / ( - ( + ( min v1 4 ) v2 ) 36 ) 16 ) ) 3 ) 4 ) 4 ) ) ) ( + ( + ( * ( / ( min ( - ( + ( / ( + ( + ( min v1 4 ) v2 ) 44 ) 16 ) ( * ( / v3 4 ) 4 ) ) ( / ( - ( + ( min v1 4 ) v2 ) 84 ) 16 ) ) 0 ) 4 ) 4 ) ( max ( / ( - ( + ( min v1 4 ) v2 ) 36 ) 16 ) ( + ( / ( + ( + ( min v1 4 ) v2 ) 92 ) 16 ) ( * ( / v3 4 ) 4 ) ) ) ) 3 ) ) ) ( <= ( - ( * v4 8 ) 1 ) ( - ( * v4 8 ) 1 ) ) ) ( >= ( + ( * v4 8 ) 11 ) ( + ( * v4 8 ) 11 ) ) ) ( <= ( * ( + ( * v5 2 ) v6 ) 8 ) ( * ( + ( * v5 2 ) v6 ) 8 ) ) ) ( >= ( + ( * ( + ( * v5 2 ) v6 ) 8 ) 7 ) ( + ( * ( + ( * v5 2 ) v6 ) 8 ) 7 ) ) )
4768,( > ( - 0 ( * ( + v0 v1 ) 2 ) ) ( - 499 ( * ( + v0 v1 ) 2 ) ) )
4769,( < ( - ( + ( + ( * v0 17 ) v1 ) v2 ) 10 ) ( - ( + ( + ( * v0 17 ) v1 ) ( + v2 1 ) ) 10 ) )
4770,( == 0 ( - ( + 0 ( - 16 ( * ( max ( min ( + ( * v0 4 ) v1 ) 8 ) 7 ) 2 ) ) ) 1 ) )
4771,( >= ( * ( / ( + v0 v1 ) 4 ) 4 ) ( - ( + ( * ( / ( + v0 v1 ) 4 ) 4 ) 128 ) 1 ) )
4772,( >= ( + ( + v0 v1 ) v2 ) ( + ( + ( + ( + ( - v0 1 ) v1 ) v2 ) 5 ) 1 ) )
4773,( == ( + ( / ( - ( + ( min v0 751 ) v1 ) 751 ) 250 ) ( * v2 4 ) ) ( + ( / ( - ( + ( min v0 751 ) v1 ) 751 ) 250 ) ( * v2 4 ) ) )
4774,( == ( min ( + ( min ( * v0 4 ) 1999 ) ( * v1 4 ) ) ( + ( max ( * v0 4 ) -127 ) 128 ) ) ( min ( + ( min ( * v0 4 ) 1999 ) ( * v1 4 ) ) ( + ( max ( * v0 4 ) -127 ) 128 ) ) )
4775,( == ( min ( + v0 116 ) ( + ( * v1 -126 ) ( + v2 v0 ) ) ) ( min ( + v0 116 ) ( + ( * v1 -126 ) ( + v2 v0 ) ) ) )
4776,( == ( + ( min ( * v0 63 ) 62 ) ( + ( min ( * v1 125 ) ( - v2 125 ) ) v3 ) ) ( + ( min ( * v0 63 ) 62 ) ( + ( min ( * v1 125 ) ( - v2 125 ) ) v3 ) ) )
4777,( == ( - ( / ( + ( + v0 v1 ) 255 ) 4 ) ( + ( * ( + ( * v2 4 ) v3 ) 4 ) v4 ) ) ( - ( / ( + ( + v0 v1 ) 255 ) 4 ) ( + ( * ( + ( * v2 4 ) v3 ) 4 ) v4 ) ) )
4778,( == ( min ( - 62 ( * ( + ( * v0 4 ) v1 ) 8 ) ) ( - ( min ( / ( + ( % ( + ( min ( * v2 1000 ) ( - v3 1000 ) ) v4 ) 4 ) 999 ) 4 ) ( + ( * v5 125 ) 124 ) ) ( + ( * ( + ( * v0 4 ) v1 ) 8 ) ( + ( * v5 125 ) ( * v6 63 ) ) ) ) ) ( min ( - 62 ( * ( + ( * v0 4 ) v1 ) 8 ) ) ( - ( min ( / ( + ( % ( + ( min ( * v2 1000 ) ( - v3 1000 ) ) v4 ) 4 ) 999 ) 4 ) ( + ( * v5 125 ) 124 ) ) ( + ( * ( + ( * v0 4 ) v1 ) 8 ) ( + ( * v5 125 ) ( * v6 63 ) ) ) ) ) )
4779,( != ( / ( + v0 76 ) 63 ) 0 )
4780,( == ( max ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) v2 ) 4 ) 502 ) v3 ) ( max ( + ( * ( min ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) v2 ) 4 ) 502 ) v3 ) )
4781,( == ( - v0 ( * ( / v1 2 ) 252 ) ) ( - v0 ( * ( / v1 2 ) 252 ) ) )
4782,( == ( min ( / ( - 30 ( max ( * v0 4 ) 27 ) ) 4 ) ( - ( / v1 4 ) v0 ) ) ( min ( / ( - 30 ( max ( * v0 4 ) 27 ) ) 4 ) ( - ( / v1 4 ) v0 ) ) )
4783,( == ( min ( * v0 48 ) ( + ( * ( min ( * v0 12 ) 21 ) 4 ) 52 ) ) ( min ( * v0 48 ) ( + ( * ( min ( * v0 12 ) 21 ) 4 ) 52 ) ) )
4784,( == ( + ( / v0 8 ) ( * v1 84 ) ) ( + ( / v0 8 ) ( * v1 84 ) ) )
4785,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 v0 ) ( + 0 v0 ) ) ) ( >= ( + ( - ( + 127 0 ) 1 ) v0 ) ( + ( - ( + 127 0 ) 1 ) v0 ) ) ) ( <= ( + 0 ( + ( * v1 8 ) v2 ) ) ( + ( * v1 8 ) v2 ) ) ) ( >= ( + 3 ( + ( + ( * v1 8 ) v2 ) 4 ) ) ( + ( + ( * v1 8 ) 7 ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
4786,( == ( + ( / ( - ( + ( min v0 201 ) v1 ) 241 ) 8 ) ( * v2 6 ) ) ( + ( / ( - ( + ( min v0 201 ) v1 ) 241 ) 8 ) ( * v2 6 ) ) )
4787,( < ( + ( + ( * ( + ( * v0 2 ) v1 ) 4 ) v2 ) 4 ) ( - ( + ( * ( + ( * v0 2 ) v1 ) 4 ) ( + v2 1 ) ) 1 ) )
4788,( == ( + ( min ( * v0 8 ) 25 ) ( / ( + v1 v2 ) 4 ) ) ( + ( min ( * v0 8 ) 25 ) ( / ( + v1 v2 ) 4 ) ) )
4789,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 v1 ) ( + v0 v1 ) ) ) ( >= ( + v0 v1 ) ( + v0 v1 ) ) ) ( <= ( + ( + ( * 0 4 ) v2 ) 0 ) ( + ( + ( * 0 4 ) 0 ) v2 ) ) ) ( >= ( + ( + ( * 2 4 ) v2 ) 3 ) ( + ( + ( * ( - ( + 3 0 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) v2 ) ) ) ( <= 0 0 ) ) ( >= 2 ( - ( + 3 0 ) 1 ) ) )
4790,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 v1 ) ( + v0 v1 ) ) ) ( >= ( + v0 v1 ) ( + v0 v1 ) ) ) ( <= ( + 0 ( + ( * v2 8 ) v3 ) ) ( + ( * v2 8 ) v3 ) ) ) ( >= ( + 3 ( + ( + ( * v2 8 ) v3 ) 4 ) ) ( + ( + ( * v2 8 ) 7 ) v3 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
4791,( >= ( - -16 ( max ( min v0 116 ) -14 ) ) ( - ( + ( - -16 ( max ( min v0 116 ) -14 ) ) ( + ( max ( min v0 116 ) -14 ) 18 ) ) 1 ) )
4792,( == ( + ( / ( - ( / ( + ( + v0 v1 ) 39 ) 8 ) ( / v1 8 ) ) 64 ) 1 ) ( + ( / ( - ( / ( + ( + v0 v1 ) 39 ) 8 ) ( / v1 8 ) ) 64 ) 1 ) )
4793,( == ( min ( + v0 v1 ) ( + ( / ( + v2 v3 ) 4 ) 34 ) ) ( min ( + v0 v1 ) ( + ( / ( + v2 v3 ) 4 ) 34 ) ) )
4794,( < ( + ( + ( * ( / v0 4 ) 4 ) ( * ( min v1 1 ) 70 ) ) 62 ) ( - ( + ( * ( + v1 1 ) 70 ) ( * ( / v0 4 ) 4 ) ) 7 ) )
4795,( == ( min ( max ( * v0 4 ) v1 ) ( + ( * ( + ( min ( - v2 ( max ( min v3 509 ) 10 ) ) -11 ) v0 ) 4 ) 48 ) ) ( min ( max ( * v0 4 ) v1 ) ( + ( * ( + ( min ( - v2 ( max ( min v3 509 ) 10 ) ) -11 ) v0 ) 4 ) 48 ) ) )
4796,( == ( + ( * v0 3 ) ( * ( max ( min ( * ( / ( + v1 v2 ) 8 ) 2 ) 509 ) 10 ) 4 ) ) ( + ( * v0 3 ) ( * ( max ( min ( * ( / ( + v1 v2 ) 8 ) 2 ) 509 ) 10 ) 4 ) ) )
4797,( <= ( max ( + ( min ( - 2009 ( + ( * v0 253 ) v1 ) ) ( - ( + 0 253 ) 1 ) ) 1 ) ( min ( max ( - 10 ( + ( * v0 253 ) v1 ) ) 0 ) ( + 253 0 ) ) ) ( min ( max ( - 10 ( + ( * v0 253 ) v1 ) ) 0 ) ( + 253 0 ) ) )
4798,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( / v0 2 ) 1 ) ( / ( - ( + ( * v0 4 ) 0 ) 5 ) 8 ) ) ) ( >= ( / ( - v0 1 ) 2 ) ( / ( - ( + ( * v0 4 ) ( - ( + 4 0 ) 1 ) ) 5 ) 8 ) ) ) ( <= ( - ( + ( * ( + ( * ( / v1 250 ) 2 ) v2 ) 4 ) 0 ) 5 ) ( - ( + ( * ( + ( * ( / v1 250 ) 2 ) v2 ) 4 ) 0 ) 5 ) ) ) ( >= ( - ( + ( * ( + ( * ( / v1 250 ) 2 ) v2 ) 4 ) 3 ) 5 ) ( - ( + ( * ( + ( * ( / v1 250 ) 2 ) v2 ) 4 ) ( - ( + 4 0 ) 1 ) ) 5 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) )
4799,( == ( + ( / ( + v0 v1 ) 8 ) ( * v2 63 ) ) ( + ( / ( + v0 v1 ) 8 ) ( * v2 63 ) ) )
4800,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( max ( / v0 4 ) ( + v1 10 ) ) 2 ) ( - v1 2 ) ) ) ( >= ( + v1 8 ) ( + v1 8 ) ) ) ( <= ( + ( + ( * 0 4 ) ( / v2 4 ) ) 0 ) ( + ( + ( * 0 4 ) ( / v2 4 ) ) 0 ) ) ) ( >= ( + ( + ( * 2 4 ) ( + ( / v2 4 ) 60 ) ) 3 ) ( + ( + ( * 2 4 ) ( + ( / v2 4 ) 60 ) ) 3 ) ) ) ( <= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) ) ( >= ( + ( * v3 2 ) v4 ) ( + ( * v3 2 ) v4 ) ) )
4801,( == ( * ( / ( / ( + ( - ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) ( * ( / ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) 4 ) 4 ) ) ( * ( / ( + ( % ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) 4 ) 999 ) 4 ) 4 ) ) 4 ) 4 ) 4 ) ( / ( + ( - ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) ( * ( / ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) 4 ) 4 ) ) ( * ( / ( + ( % ( min ( + ( * v0 1000 ) v1 ) ( - ( + v2 v1 ) 1000 ) ) 4 ) 999 ) 4 ) 4 ) ) 4 ) )
4802,( == ( / ( + v0 344 ) 335 ) ( / ( + v0 344 ) 335 ) )
4803,( == ( - v0 ( max ( min ( * v1 2 ) 499 ) 0 ) ) ( - v0 ( max ( min ( * v1 2 ) 499 ) 0 ) ) )
4804,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + 0 ( + ( * v0 128 ) v1 ) ) 3 ) ( - ( + ( * v0 128 ) v1 ) 3 ) ) ) ( >= ( - ( + 3 ( + ( + ( * v0 128 ) v1 ) 124 ) ) 3 ) ( - ( + ( + ( * v0 128 ) 127 ) v1 ) 3 ) ) ) ( <= ( + ( + ( * v2 2 ) v3 ) v4 ) ( + ( + ( * v2 2 ) v3 ) v4 ) ) ) ( >= ( + ( + ( * v2 2 ) v3 ) v4 ) ( + ( + ( * v2 2 ) v3 ) v4 ) ) ) ( <= ( * ( + ( * v5 3 ) v6 ) 8 ) ( + ( * v5 24 ) ( * v6 8 ) ) ) ) ( >= ( + ( * ( + ( * v5 3 ) v6 ) 8 ) 7 ) ( + ( * v5 24 ) ( + ( * v6 8 ) 7 ) ) ) )
4805,( == ( + ( * v0 1008 ) 993 ) ( + ( * v0 1008 ) 993 ) )
4806,( >= ( - ( + ( * v0 65 ) ( + v1 v2 ) ) 10 ) ( - ( + ( - ( + ( * v0 65 ) ( + v1 v2 ) ) 10 ) 78 ) 1 ) )
4807,( == ( + ( max ( - ( * v0 125 ) v1 ) -125 ) ( * v2 16 ) ) ( + ( max ( - ( * v0 125 ) v1 ) -125 ) ( * v2 16 ) ) )
